Tokens_filename_"n-gram_count"_"start_ind"_"end_ind"_"pre_string"_"pos_string"_"output_classes"
BEIJING_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_0_0_[]_['An', 'activist', 'who', 'has', 'spent']_0
An_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_1_1_['BEIJING']_['activist', 'who', 'has', 'spent', 'the']_0
activist_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_2_2_['BEIJING', 'An']_['who', 'has', 'spent', 'the', 'last']_0
who_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_3_3_['BEIJING', 'An', 'activist']_['has', 'spent', 'the', 'last', 'several']_0
has_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_4_4_['BEIJING', 'An', 'activist', 'who']_['spent', 'the', 'last', 'several', 'years']_0
said_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_25_25_['knee', 'during', 'a', 'latenight', 'robbery']_['he', 'was', 'looking', 'forward', 'to']_0
he_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_26_26_['during', 'a', 'latenight', 'robbery', 'said']_['was', 'looking', 'forward', 'to', 'his']_0
was_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_27_27_['a', 'latenight', 'robbery', 'said', 'he']_['looking', 'forward', 'to', 'his', 'stint']_0
looking_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_28_28_['latenight', 'robbery', 'said', 'he', 'was']_['forward', 'to', 'his', 'stint', 'with']_0
forward_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_29_29_['robbery', 'said', 'he', 'was', 'looking']_['to', 'his', 'stint', 'with', 'the']_0
to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_30_30_['said', 'he', 'was', 'looking', 'forward']_['his', 'stint', 'with', 'the', 'team']_0
his_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_31_31_['he', 'was', 'looking', 'forward', 'to']_['stint', 'with', 'the', 'team', 'in']_0
stint_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_32_32_['was', 'looking', 'forward', 'to', 'his']_['with', 'the', 'team', 'in', 'Orlando']_0
with_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_33_33_['looking', 'forward', 'to', 'his', 'stint']_['the', 'team', 'in', 'Orlando']_0
the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_34_34_['forward', 'to', 'his', 'stint', 'with']_['team', 'in', 'Orlando']_0
team_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_35_35_['to', 'his', 'stint', 'with', 'the']_['in', 'Orlando']_0
in_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_36_36_['his', 'stint', 'with', 'the', 'team']_['Orlando']_0
Orlando_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_37_37_['stint', 'with', 'the', 'team', 'in']_[]_0
<name>Cleanthony Early</name>_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_0_1_[]_['a', 'secondround', 'draft', 'pick', 'in']_1
Early</name> a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_1_2_['<name>Cleanthony']_['secondround', 'draft', 'pick', 'in', '2014']_0
a secondround_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_2_3_['<name>Cleanthony', 'Early</name>']_['draft', 'pick', 'in', '2014', 'who']_0
secondround draft_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_3_4_['<name>Cleanthony', 'Early</name>', 'a']_['pick', 'in', '2014', 'who', 'missed']_0
draft pick_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_4_5_['<name>Cleanthony', 'Early</name>', 'a', 'secondround']_['in', '2014', 'who', 'missed', 'most']_0
pick in_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_5_6_['<name>Cleanthony', 'Early</name>', 'a', 'secondround', 'draft']_['2014', 'who', 'missed', 'most', 'of']_0
in 2014_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_6_7_['Early</name>', 'a', 'secondround', 'draft', 'pick']_['who', 'missed', 'most', 'of', 'last']_0
2014 who_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_7_8_['a', 'secondround', 'draft', 'pick', 'in']_['missed', 'most', 'of', 'last', 'season']_0
who missed_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_8_9_['secondround', 'draft', 'pick', 'in', '2014']_['most', 'of', 'last', 'season', 'after']_0
missed most_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_9_10_['draft', 'pick', 'in', '2014', 'who']_['of', 'last', 'season', 'after', 'he']_0
most of_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_10_11_['pick', 'in', '2014', 'who', 'missed']_['last', 'season', 'after', 'he', 'was']_0
of last_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_11_12_['in', '2014', 'who', 'missed', 'most']_['season', 'after', 'he', 'was', 'shot']_0
last season_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_12_13_['2014', 'who', 'missed', 'most', 'of']_['after', 'he', 'was', 'shot', 'in']_0
season after_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_13_14_['who', 'missed', 'most', 'of', 'last']_['he', 'was', 'shot', 'in', 'the']_0
after he_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_14_15_['missed', 'most', 'of', 'last', 'season']_['was', 'shot', 'in', 'the', 'knee']_0
he was_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_15_16_['most', 'of', 'last', 'season', 'after']_['shot', 'in', 'the', 'knee', 'during']_0
was shot_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_16_17_['of', 'last', 'season', 'after', 'he']_['in', 'the', 'knee', 'during', 'a']_0
shot in_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_17_18_['last', 'season', 'after', 'he', 'was']_['the', 'knee', 'during', 'a', 'latenight']_0
in the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_18_19_['season', 'after', 'he', 'was', 'shot']_['knee', 'during', 'a', 'latenight', 'robbery']_0
the knee_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_19_20_['after', 'he', 'was', 'shot', 'in']_['during', 'a', 'latenight', 'robbery', 'said']_0
knee during_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_20_21_['he', 'was', 'shot', 'in', 'the']_['a', 'latenight', 'robbery', 'said', 'he']_0
during a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_21_22_['was', 'shot', 'in', 'the', 'knee']_['latenight', 'robbery', 'said', 'he', 'was']_0
a latenight_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_22_23_['shot', 'in', 'the', 'knee', 'during']_['robbery', 'said', 'he', 'was', 'looking']_0
latenight robbery_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_23_24_['in', 'the', 'knee', 'during', 'a']_['said', 'he', 'was', 'looking', 'forward']_0
robbery said_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_24_25_['the', 'knee', 'during', 'a', 'latenight']_['he', 'was', 'looking', 'forward', 'to']_0
said he_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_25_26_['knee', 'during', 'a', 'latenight', 'robbery']_['was', 'looking', 'forward', 'to', 'his']_0
he was_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_26_27_['during', 'a', 'latenight', 'robbery', 'said']_['looking', 'forward', 'to', 'his', 'stint']_0
was looking_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_27_28_['a', 'latenight', 'robbery', 'said', 'he']_['forward', 'to', 'his', 'stint', 'with']_0
looking forward_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_28_29_['latenight', 'robbery', 'said', 'he', 'was']_['to', 'his', 'stint', 'with', 'the']_0
forward to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_29_30_['robbery', 'said', 'he', 'was', 'looking']_['his', 'stint', 'with', 'the', 'team']_0
to his_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_30_31_['said', 'he', 'was', 'looking', 'forward']_['stint', 'with', 'the', 'team', 'in']_0
his stint_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_31_32_['he', 'was', 'looking', 'forward', 'to']_['with', 'the', 'team', 'in', 'Orlando']_0
stint with_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_32_33_['was', 'looking', 'forward', 'to', 'his']_['the', 'team', 'in', 'Orlando']_0
with the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_33_34_['looking', 'forward', 'to', 'his', 'stint']_['team', 'in', 'Orlando']_0
the team_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_34_35_['forward', 'to', 'his', 'stint', 'with']_['in', 'Orlando']_0
team in_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_35_36_['to', 'his', 'stint', 'with', 'the']_['Orlando']_0
in Orlando_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_36_37_['his', 'stint', 'with', 'the', 'team']_[]_0
<name>Cleanthony Early</name> a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_0_2_[]_['secondround', 'draft', 'pick', 'in', '2014']_0
Early</name> a secondround_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_1_3_['<name>Cleanthony']_['draft', 'pick', 'in', '2014', 'who']_0
a secondround draft_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_2_4_['<name>Cleanthony', 'Early</name>']_['pick', 'in', '2014', 'who', 'missed']_0
secondround draft pick_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_3_5_['<name>Cleanthony', 'Early</name>', 'a']_['in', '2014', 'who', 'missed', 'most']_0
draft pick in_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_4_6_['<name>Cleanthony', 'Early</name>', 'a', 'secondround']_['2014', 'who', 'missed', 'most', 'of']_0
pick in 2014_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_5_7_['<name>Cleanthony', 'Early</name>', 'a', 'secondround', 'draft']_['who', 'missed', 'most', 'of', 'last']_0
in 2014 who_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_6_8_['Early</name>', 'a', 'secondround', 'draft', 'pick']_['missed', 'most', 'of', 'last', 'season']_0
2014 who missed_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_7_9_['a', 'secondround', 'draft', 'pick', 'in']_['most', 'of', 'last', 'season', 'after']_0
who missed most_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_8_10_['secondround', 'draft', 'pick', 'in', '2014']_['of', 'last', 'season', 'after', 'he']_0
missed most of_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_9_11_['draft', 'pick', 'in', '2014', 'who']_['last', 'season', 'after', 'he', 'was']_0
most of last_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_10_12_['pick', 'in', '2014', 'who', 'missed']_['season', 'after', 'he', 'was', 'shot']_0
of last season_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_11_13_['in', '2014', 'who', 'missed', 'most']_['after', 'he', 'was', 'shot', 'in']_0
last season after_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_12_14_['2014', 'who', 'missed', 'most', 'of']_['he', 'was', 'shot', 'in', 'the']_0
season after he_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_13_15_['who', 'missed', 'most', 'of', 'last']_['was', 'shot', 'in', 'the', 'knee']_0
after he was_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_14_16_['missed', 'most', 'of', 'last', 'season']_['shot', 'in', 'the', 'knee', 'during']_0
he was shot_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_15_17_['most', 'of', 'last', 'season', 'after']_['in', 'the', 'knee', 'during', 'a']_0
was shot in_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_16_18_['of', 'last', 'season', 'after', 'he']_['the', 'knee', 'during', 'a', 'latenight']_0
shot in the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_17_19_['last', 'season', 'after', 'he', 'was']_['knee', 'during', 'a', 'latenight', 'robbery']_0
in the knee_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_18_20_['season', 'after', 'he', 'was', 'shot']_['during', 'a', 'latenight', 'robbery', 'said']_0
the knee during_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_19_21_['after', 'he', 'was', 'shot', 'in']_['a', 'latenight', 'robbery', 'said', 'he']_0
knee during a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_20_22_['he', 'was', 'shot', 'in', 'the']_['latenight', 'robbery', 'said', 'he', 'was']_0
during a latenight_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_21_23_['was', 'shot', 'in', 'the', 'knee']_['robbery', 'said', 'he', 'was', 'looking']_0
a latenight robbery_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_22_24_['shot', 'in', 'the', 'knee', 'during']_['said', 'he', 'was', 'looking', 'forward']_0
latenight robbery said_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_23_25_['in', 'the', 'knee', 'during', 'a']_['he', 'was', 'looking', 'forward', 'to']_0
robbery said he_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_24_26_['the', 'knee', 'during', 'a', 'latenight']_['was', 'looking', 'forward', 'to', 'his']_0
said he was_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_25_27_['knee', 'during', 'a', 'latenight', 'robbery']_['looking', 'forward', 'to', 'his', 'stint']_0
he was looking_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_26_28_['during', 'a', 'latenight', 'robbery', 'said']_['forward', 'to', 'his', 'stint', 'with']_0
was looking forward_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_27_29_['a', 'latenight', 'robbery', 'said', 'he']_['to', 'his', 'stint', 'with', 'the']_0
looking forward to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_28_30_['latenight', 'robbery', 'said', 'he', 'was']_['his', 'stint', 'with', 'the', 'team']_0
forward to his_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_29_31_['robbery', 'said', 'he', 'was', 'looking']_['stint', 'with', 'the', 'team', 'in']_0
to his stint_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_30_32_['said', 'he', 'was', 'looking', 'forward']_['with', 'the', 'team', 'in', 'Orlando']_0
his stint with_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_31_33_['he', 'was', 'looking', 'forward', 'to']_['the', 'team', 'in', 'Orlando']_0
stint with the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_32_34_['was', 'looking', 'forward', 'to', 'his']_['team', 'in', 'Orlando']_0
with the team_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_33_35_['looking', 'forward', 'to', 'his', 'stint']_['in', 'Orlando']_0
the team in_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_34_36_['forward', 'to', 'his', 'stint', 'with']_['Orlando']_0
team in Orlando_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_35_37_['to', 'his', 'stint', 'with', 'the']_[]_0
While_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_0_0_[]_['<name>Hornacek</name>', 'has', 'made', 'it', 'clear']_0
<name>Hornacek</name>_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_1_1_['While']_['has', 'made', 'it', 'clear', 'that']_1
has_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_2_2_['While', '<name>Hornacek</name>']_['made', 'it', 'clear', 'that', 'he']_0
made_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_3_3_['While', '<name>Hornacek</name>', 'has']_['it', 'clear', 'that', 'he', 'plans']_0
it_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_4_4_['While', '<name>Hornacek</name>', 'has', 'made']_['clear', 'that', 'he', 'plans', 'to']_0
clear_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_5_5_['While', '<name>Hornacek</name>', 'has', 'made', 'it']_['that', 'he', 'plans', 'to', 'use']_0
that_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_6_6_['<name>Hornacek</name>', 'has', 'made', 'it', 'clear']_['he', 'plans', 'to', 'use', 'parts']_0
he_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_7_7_['has', 'made', 'it', 'clear', 'that']_['plans', 'to', 'use', 'parts', 'of']_0
plans_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_8_8_['made', 'it', 'clear', 'that', 'he']_['to', 'use', 'parts', 'of', 'the']_0
to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_9_9_['it', 'clear', 'that', 'he', 'plans']_['use', 'parts', 'of', 'the', 'triangle']_0
use_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_10_10_['clear', 'that', 'he', 'plans', 'to']_['parts', 'of', 'the', 'triangle', 'offense']_0
parts_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_11_11_['that', 'he', 'plans', 'to', 'use']_['of', 'the', 'triangle', 'offense', 'a']_0
of_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_12_12_['he', 'plans', 'to', 'use', 'parts']_['the', 'triangle', 'offense', 'a', 'scheme']_0
the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_13_13_['plans', 'to', 'use', 'parts', 'of']_['triangle', 'offense', 'a', 'scheme', 'favored']_0
triangle_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_14_14_['to', 'use', 'parts', 'of', 'the']_['offense', 'a', 'scheme', 'favored', 'by']_0
offense_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_15_15_['use', 'parts', 'of', 'the', 'triangle']_['a', 'scheme', 'favored', 'by', '<name>Jackson</name><name>Early</name>']_0
a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_16_16_['parts', 'of', 'the', 'triangle', 'offense']_['scheme', 'favored', 'by', '<name>Jackson</name><name>Early</name>', 'said']_0
scheme_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_17_17_['of', 'the', 'triangle', 'offense', 'a']_['favored', 'by', '<name>Jackson</name><name>Early</name>', 'said', 'the']_0
favored_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_18_18_['the', 'triangle', 'offense', 'a', 'scheme']_['by', '<name>Jackson</name><name>Early</name>', 'said', 'the', 'team']_0
by_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_19_19_['triangle', 'offense', 'a', 'scheme', 'favored']_['<name>Jackson</name><name>Early</name>', 'said', 'the', 'team', 'was']_0
<name>Jackson</name><name>Early</name>_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_20_20_['offense', 'a', 'scheme', 'favored', 'by']_['said', 'the', 'team', 'was', 'looking']_1
said_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_21_21_['a', 'scheme', 'favored', 'by', '<name>Jackson</name><name>Early</name>']_['the', 'team', 'was', 'looking', 'to']_0
the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_22_22_['scheme', 'favored', 'by', '<name>Jackson</name><name>Early</name>', 'said']_['team', 'was', 'looking', 'to', 'push']_0
team_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_23_23_['favored', 'by', '<name>Jackson</name><name>Early</name>', 'said', 'the']_['was', 'looking', 'to', 'push', 'the']_0
was_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_24_24_['by', '<name>Jackson</name><name>Early</name>', 'said', 'the', 'team']_['looking', 'to', 'push', 'the', 'ball']_0
looking_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_25_25_['<name>Jackson</name><name>Early</name>', 'said', 'the', 'team', 'was']_['to', 'push', 'the', 'ball', 'more']_0
to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_26_26_['said', 'the', 'team', 'was', 'looking']_['push', 'the', 'ball', 'more']_0
push_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_27_27_['the', 'team', 'was', 'looking', 'to']_['the', 'ball', 'more']_0
the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_28_28_['team', 'was', 'looking', 'to', 'push']_['ball', 'more']_0
ball_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_29_29_['was', 'looking', 'to', 'push', 'the']_['more']_0
more_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_30_30_['looking', 'to', 'push', 'the', 'ball']_[]_0
While <name>Hornacek</name>_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_0_1_[]_['has', 'made', 'it', 'clear', 'that']_0
<name>Hornacek</name> has_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_1_2_['While']_['made', 'it', 'clear', 'that', 'he']_0
has made_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_2_3_['While', '<name>Hornacek</name>']_['it', 'clear', 'that', 'he', 'plans']_0
made it_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_3_4_['While', '<name>Hornacek</name>', 'has']_['clear', 'that', 'he', 'plans', 'to']_0
it clear_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_4_5_['While', '<name>Hornacek</name>', 'has', 'made']_['that', 'he', 'plans', 'to', 'use']_0
clear that_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_5_6_['While', '<name>Hornacek</name>', 'has', 'made', 'it']_['he', 'plans', 'to', 'use', 'parts']_0
that he_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_6_7_['<name>Hornacek</name>', 'has', 'made', 'it', 'clear']_['plans', 'to', 'use', 'parts', 'of']_0
he plans_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_7_8_['has', 'made', 'it', 'clear', 'that']_['to', 'use', 'parts', 'of', 'the']_0
plans to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_8_9_['made', 'it', 'clear', 'that', 'he']_['use', 'parts', 'of', 'the', 'triangle']_0
to use_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_9_10_['it', 'clear', 'that', 'he', 'plans']_['parts', 'of', 'the', 'triangle', 'offense']_0
use parts_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_10_11_['clear', 'that', 'he', 'plans', 'to']_['of', 'the', 'triangle', 'offense', 'a']_0
parts of_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_11_12_['that', 'he', 'plans', 'to', 'use']_['the', 'triangle', 'offense', 'a', 'scheme']_0
of the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_12_13_['he', 'plans', 'to', 'use', 'parts']_['triangle', 'offense', 'a', 'scheme', 'favored']_0
the triangle_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_13_14_['plans', 'to', 'use', 'parts', 'of']_['offense', 'a', 'scheme', 'favored', 'by']_0
triangle offense_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_14_15_['to', 'use', 'parts', 'of', 'the']_['a', 'scheme', 'favored', 'by', '<name>Jackson</name><name>Early</name>']_0
